track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_image_url,album_image_url,artist_image_url_valid,album_image_url_valid
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,https://i.scdn.co/image/ab6761610000e5eb659c5094f83939153e30933b,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62,True,True
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,True,True
Chale,Eden MuÃ¯Â¿Â½Ã¯,1,2022,2,18,695,11,299648208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,,,False,False
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,https://i.scdn.co/image/ab6761610000e5eb7f76de4231462f7e23fa6299,,True,False
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,https://i.scdn.co/image/ab6761610000e5eb987de2d53ee07fed17d0e464,,True,False
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20,,https://i.scdn.co/image/ab67616d0000b273193db689349e35ddf15474ec,False,True
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,False,True
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,https://i.scdn.co/image/ab6761610000e5ebce33386a81a202e149934ec1,https://i.scdn.co/image/ab67616d0000b2730af4476af141051c728ee8b9,True,True
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,,True,False
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,,True,False
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d,https://i.scdn.co/image/ab67616d0000b273c5e7aa639b2920099f8c3b94,True,True
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,,True,False
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,,True,False
MonÃ¯Â¿Â½Ã¯Â¿Â½y so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,https://i.scdn.co/image/ab6761610000e5eb98958f3c9a841fcc34dd64aa,,True,False
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,https://i.scdn.co/image/ab6761610000e5ebdfb9d2cb6a43021d9002a10e,https://i.scdn.co/image/ab67616d0000b273ed9f4888113a821b20150a2f,True,True
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,,https://i.scdn.co/image/ab67616d0000b273f79b7f08426e2899a832d3e6,False,True
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,False,True
O.O,NMIXX,1,2022,2,22,290,0,135444283,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29,https://i.scdn.co/image/ab6761610000e5eb2b9446440d296ce32189024e,https://i.scdn.co/image/ab67616d0000b27381d97a31253b898bc4149195,True,True
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,,,False,False
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,,,False,False
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,,True,False
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,https://i.scdn.co/image/ab6761610000e5eb30f2a21119532004bccbe570,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5,True,True
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,https://i.scdn.co/image/ab6761610000e5eb9ef435d044d9bff59226ce45,,True,False
X Ã¯Â¿Â½Ã¯Â¿Â½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,,,False,False
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,https://i.scdn.co/image/ab6761610000e5ebd56712ef06c48938329731e1,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,True,True
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,https://i.scdn.co/image/ab6761610000e5eb61a229ac35bdd68d42bffe32,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c,True,True
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,https://i.scdn.co/image/ab6761610000e5eb19d0f58755eaf68afbf677f2,,True,False
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,True,True
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,,,False,False
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6,https://i.scdn.co/image/ab6761610000e5eb30f2a21119532004bccbe570,https://i.scdn.co/image/ab67616d0000b273274a28ec692ca28a73da1288,True,True
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,https://i.scdn.co/image/ab6761610000e5ebe106fea940fcf250f8dd5bfe,https://i.scdn.co/image/ab67616d0000b2737c5e6dff8c8d804214eca809,True,True
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8,,,False,False
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,https://i.scdn.co/image/ab6761610000e5eb26e8cb3ff6fc7744b312811b,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,True,True
Vampiro,"MatuÃ¯Â¿Â½Ã¯Â¿Â½, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,,,False,False
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,,,False,False
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,True,True
Me ArrepentÃ¯Â¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16,,https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d,False,True
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6,https://i.scdn.co/image/ab6761610000e5ebd5594e3ae145bbb2c096366d,,True,False
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,https://i.scdn.co/image/ab6761610000e5eba112a3c6dc0fb050a1633000,,True,False
RUMBATÃ¯Â¿Â½,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4,https://i.scdn.co/image/ab6761610000e5ebaa534de724c7a565c07bb3f5,,True,False
sentaDONA (Remix) s2,"LuÃ¯Â¿Â½Ã¯Â¿Â½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,,,False,False
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,https://i.scdn.co/image/ab67616d0000b2737d11317269ab1b0cb78dfd07,True,True
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,,,False,False
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,https://i.scdn.co/image/ab6761610000e5eb0a4fe9e284ed51b748025be5,https://i.scdn.co/image/ab67616d0000b273d76c8651dba335b22a058f30,True,True
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,https://i.scdn.co/image/ab6761610000e5eb75237a1ba0379041476012b3,https://i.scdn.co/image/ab67616d0000b2734f47c636661f275783bc3a86,True,True
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,https://i.scdn.co/image/ab6761610000e5ebd56712ef06c48938329731e1,,True,False
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,,,False,False
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,,True,False
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,,,False,False
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97,,True,False
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and PixarÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,,,False,False
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,https://i.scdn.co/image/ab6761610000e5eb597a4257d0022e2ac837fa7d,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,True,True
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b27318acf5d77023d059aa10c3c2,True,True
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,,True,False
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab6761610000e5eb0d66b3670294bf801847dae2,https://i.scdn.co/image/ab67616d0000b273f53eae8ef743526f0fe2f36a,True,True
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,,,False,False
DespuÃ¯Â¿Â½Ã¯Â¿Â½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35,,,False,False
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,,,False,False
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,,,False,False
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,,,False,False
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,,,False,False
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,,,False,False
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,,,False,False
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Otro Atardecer,"Bad Bunny, The MarÃ¯Â¿Â½Ã¯",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,,,False,False
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,,,False,False
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,True,True
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,False,True
EnsÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
El ApagÃ¯Â¿Â½,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,False,True
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,,True,False
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2,https://i.scdn.co/image/ab67616d0000b273ffc21ada35a3746f273f42e6,True,True
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32,,,False,False
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,https://i.scdn.co/image/ab67616d0000b27359b12515bb13e42ffe9957f4,,True,False
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,https://i.scdn.co/image/ab6761610000e5ebb2ce21a89c09c00d80d8ca25,https://i.scdn.co/image/ab67616d0000b2730e6b6868e920743f7f4061c4,True,True
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
SUPERMODEL,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,,,False,False
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4,https://i.scdn.co/image/ab6761610000e5eb2515325ff4de8c512a0faf9d,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,True,True
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,https://i.scdn.co/image/ab6761610000e5ebebf5c408f4d003817161e061,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,True,True
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,https://i.scdn.co/image/ab6761610000e5eb7565b356bc9d9394eefa2ccb,,True,False
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,https://i.scdn.co/image/ab6761610000e5ebf55733229a6dd1c8c7b46d08,,True,False
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,7,0,0,96,,Major,61,32,90,25,0,10,9,,https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be,False,True
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,False,True
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35,,,False,False
TUS LÃ¯Â¿Â½Ã¯Â¿Â½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,,,False,False
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,,,False,False
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36,,,False,False
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6,,,False,False
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16,https://i.scdn.co/image/ab67616d0000b2730472733b924bb5bffa468799,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,True,True
SloMo,Chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6,https://i.scdn.co/image/ab6761610000e5eb694aabd74b402534213c8503,https://i.scdn.co/image/ab67616d0000b2730e730d9604a6f5c65d7e9c94,True,True
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6,https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555,True,True
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,https://i.scdn.co/image/ab6761610000e5ebfc374f78b6a35e2369a59df4,https://i.scdn.co/image/ab67616d0000b273baabf3dc57a6133c900911bb,True,True
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5,https://i.scdn.co/image/ab6761610000e5ebfd1c1e6685f2b8c2d840b9da,https://i.scdn.co/image/ab67616d0000b273933ebac907577a63a58fdaae,True,True
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,,,False,False
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4,https://i.scdn.co/image/ab6761610000e5ebe7b66b8c4ba729848574df7a,https://i.scdn.co/image/ab67616d0000b273729163c54b840747e7e9d4b9,True,True
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,True,True
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,https://i.scdn.co/image/ab6761610000e5eb1b3c5bc46a9af36b766a5c82,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812,True,True
This Love (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,https://i.scdn.co/image/ab6761610000e5ebc2bb10016e2e142f397f780c,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,True,True
